,Position,Rank,Game,Date,Age,Team,Location,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Damian Lillard,PG,53,41,2/4/2023,32-204,POR,@,CHI,L (-8),1,40:31:00,12,21,0.571,5,12,0.417,11,11,1,1,4,5,5,1,0,3,3,40,32.3,2
Damian Lillard,PG,54,42,2/6/2023,32-206,POR,,MIL,L (-19),1,31:51:00,7,18,0.389,2,7,0.286,12,12,1,0,4,4,5,1,0,1,2,28,22.1,-10
Damian Lillard,PG,55,43,2/8/2023,32-208,POR,,GSW,W (+3),1,39:39:00,8,21,0.381,1,7,0.143,16,16,1,3,7,10,11,1,0,5,1,33,29,2
Damian Lillard,PG,56,44,2/10/2023,32-210,POR,,OKC,L (-9),1,35:55:00,10,18,0.556,6,13,0.462,12,13,0.923,1,1,2,9,1,0,6,3,38,30.1,-21
Damian Lillard,PG,57,45,2/13/2023,32-213,POR,,LAL,W (+12),1,33:34:00,13,23,0.565,8,14,0.571,6,7,0.857,0,6,6,5,0,1,3,1,40,31.3,11
Damian Lillard,PG,58,46,2/14/2023,32-214,POR,,WAS,L (-25),1,38:38:00,14,30,0.467,5,17,0.294,6,7,0.857,1,9,10,6,1,0,6,1,39,25.4,-13
Damian Lillard,PG,59,,2/23/2023,32-223,POR,@,SAC,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Damian Lillard,PG,60,47,2/26/2023,32-226,POR,,HOU,W (+17),1,39:11:00,22,38,0.579,13,22,0.591,14,14,1,1,5,6,6,0,0,2,0,71,57.6,21
Damian Lillard,PG,61,48,2/28/2023,32-228,POR,@,GSW,L (-18),1,35:10:00,9,21,0.429,2,7,0.286,5,5,1,3,0,3,7,3,0,2,4,25,20.3,0
Damian Lillard,PG,62,49,3/1/2023,32-229,POR,,NOP,L (-11),1,39:27:00,12,22,0.545,2,9,0.222,15,16,0.938,0,8,8,0,1,0,4,1,41,29,2
Damian Lillard,PG,63,50,3/3/2023,32-231,POR,@,ATL,L (-18),1,36:41:00,10,21,0.476,5,11,0.455,8,9,0.889,1,3,4,8,2,0,3,2,33,27.3,-13
Damian Lillard,PG,64,51,3/5/2023,32-233,POR,@,ORL,W (+3),1,36:39:00,10,25,0.4,4,16,0.25,17,20,0.85,3,6,9,6,2,1,5,2,41,31.3,10
Damian Lillard,PG,65,52,3/6/2023,32-234,POR,@,DET,W (+6),1,38:04:00,10,28,0.357,6,14,0.429,5,6,0.833,2,11,13,12,1,1,4,0,31,25.8,8
Anfernee Simons,SG,1,1,10/19/2022,23-133,POR,@,SAC,W (+7),1,35:51:00,9,22,0.409,3,10,0.3,1,2,0.5,0,3,3,2,2,0,0,2,22,13.3,-1
Anfernee Simons,SG,2,2,10/21/2022,23-135,POR,,PHO,W (+2),1,42:00:00,5,17,0.294,2,8,0.25,4,4,1,2,1,3,3,1,0,4,2,16,6.1,2
Anfernee Simons,SG,3,3,10/23/2022,23-137,POR,@,LAL,W (+2),1,35:47:00,5,17,0.294,0,6,0,2,2,1,0,1,1,2,1,0,5,5,12,-2.2,2
Anfernee Simons,SG,4,4,10/24/2022,23-138,POR,,DEN,W (+25),1,35:35:00,11,17,0.647,7,12,0.583,0,0,,0,3,3,5,1,1,1,0,29,26.6,14
Anfernee Simons,SG,5,5,10/26/2022,23-140,POR,,MIA,L (-21),1,29:39:00,5,12,0.417,3,8,0.375,1,1,1,0,2,2,0,0,0,3,4,14,3.6,-15
Anfernee Simons,SG,6,6,10/28/2022,23-142,POR,,HOU,W (+14),1,37:51:00,10,20,0.5,7,15,0.467,3,3,1,1,4,5,7,1,1,3,3,30,24.3,18
Anfernee Simons,SG,7,7,11/2/2022,23-147,POR,,MEM,L (-5),1,39:53:00,10,21,0.476,4,11,0.364,7,8,0.875,0,3,3,8,0,0,4,3,31,21.2,5
Anfernee Simons,SG,8,,11/4/2022,23-149,POR,@,PHO,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,9,,11/5/2022,23-150,POR,@,PHO,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,10,8,11/7/2022,23-152,POR,@,MIA,W (+3),1,31:34:00,9,20,0.45,4,12,0.333,3,3,1,0,0,0,4,1,0,3,1,25,15,-1
Anfernee Simons,SG,11,9,11/9/2022,23-154,POR,@,CHO,W (+10),1,33:09:00,7,18,0.389,2,9,0.222,3,6,0.5,0,3,3,6,2,0,0,1,19,14.7,-7
Anfernee Simons,SG,12,10,11/10/2022,23-155,POR,@,NOP,W (+11),1,36:52:00,5,18,0.278,5,13,0.385,8,8,1,1,2,3,6,0,0,1,0,23,16.9,13
Anfernee Simons,SG,13,11,11/12/2022,23-157,POR,@,DAL,L (-5),1,39:22:00,9,20,0.45,5,11,0.455,1,2,0.5,0,7,7,2,0,0,2,3,24,13.5,5
Anfernee Simons,SG,14,12,11/15/2022,23-160,POR,,SAS,W (+7),1,33:48:00,7,16,0.438,5,10,0.5,4,4,1,1,2,3,2,0,0,1,2,23,15.5,-1
Anfernee Simons,SG,15,13,11/17/2022,23-162,POR,,BRK,L (-2),1,29:23:00,8,20,0.4,4,9,0.444,4,4,1,0,1,1,2,2,0,0,2,24,16.1,-19
Anfernee Simons,SG,16,14,11/19/2022,23-164,POR,,UTA,L (-5),1,35:50:00,7,19,0.368,4,13,0.308,5,6,0.833,1,7,8,7,4,1,3,3,23,20.3,7
Anfernee Simons,SG,17,15,11/21/2022,23-166,POR,@,MIL,L (-8),1,37:02:00,12,23,0.522,3,11,0.273,2,2,1,0,4,4,5,1,0,1,2,29,21.6,-10
Anfernee Simons,SG,18,16,11/23/2022,23-168,POR,@,CLE,L (-18),1,38:04:00,6,18,0.333,4,9,0.444,4,4,1,0,2,2,6,0,0,5,3,20,8.4,1
Anfernee Simons,SG,19,17,11/25/2022,23-170,POR,@,NYK,W (+3),1,46:58:00,13,25,0.52,4,13,0.308,8,8,1,0,4,4,5,1,0,1,1,38,30,16
Anfernee Simons,SG,20,18,11/27/2022,23-172,POR,@,BRK,L (-14),1,39:34:00,4,14,0.286,4,10,0.4,3,4,0.75,0,1,1,6,1,0,2,1,15,9.5,-16
Anfernee Simons,SG,21,19,11/29/2022,23-174,POR,,LAC,L (-6),1,43:04:00,13,24,0.542,9,16,0.563,2,3,0.667,0,2,2,4,1,1,1,4,37,27.5,-4
Anfernee Simons,SG,22,20,11/30/2022,23-175,POR,@,LAL,L (-19),1,38:50:00,9,22,0.409,2,7,0.286,2,2,1,1,3,4,8,1,0,0,2,22,17.6,-10
Anfernee Simons,SG,23,21,12/3/2022,23-178,POR,@,UTA,W (+5),1,41:07:00,15,25,0.6,7,12,0.583,8,8,1,0,2,2,4,1,2,7,3,45,31.1,5
Anfernee Simons,SG,24,22,12/4/2022,23-179,POR,,IND,W (+16),1,35:43:00,8,14,0.571,5,9,0.556,1,1,1,0,3,3,6,1,0,1,2,22,19.7,-8
Anfernee Simons,SG,25,23,12/8/2022,23-183,POR,,DEN,L (-1),1,34:02:00,3,12,0.25,0,6,0,0,0,,0,3,3,5,0,0,4,4,6,-2.4,-1
Anfernee Simons,SG,26,24,12/10/2022,23-185,POR,,MIN,W (+6),1,34:48:00,13,22,0.591,5,10,0.5,0,0,,1,2,3,1,0,0,2,3,31,19.6,-10
Anfernee Simons,SG,27,25,12/12/2022,23-187,POR,,MIN,W (+21),1,33:15:00,5,13,0.385,2,8,0.25,0,0,,0,4,4,6,0,0,2,3,12,7.1,8
Anfernee Simons,SG,28,26,12/14/2022,23-189,POR,@,SAS,W (+16),1,33:00:00,9,15,0.6,5,9,0.556,0,0,,0,3,3,4,0,0,4,3,23,14.6,17
Anfernee Simons,SG,29,27,12/16/2022,23-191,POR,@,DAL,L (-20),1,23:37,3,10,0.3,1,6,0.167,0,0,,0,2,2,3,0,0,2,2,7,1.1,-21
Anfernee Simons,SG,30,28,12/17/2022,23-192,POR,@,HOU,W (+12),1,33:02:00,11,21,0.524,5,14,0.357,5,5,1,0,1,1,2,1,0,0,2,32,23.6,12
Anfernee Simons,SG,31,29,12/19/2022,23-194,POR,@,OKC,L (-2),1,34:31:00,7,16,0.438,5,10,0.5,0,0,,0,4,4,1,1,0,2,5,19,9.5,11
Anfernee Simons,SG,32,30,12/21/2022,23-196,POR,@,OKC,L (-3),1,29:36:00,4,11,0.364,4,9,0.444,0,0,,0,1,1,4,1,1,3,5,12,5.7,2
Anfernee Simons,SG,33,31,12/23/2022,23-198,POR,@,DEN,L (-13),1,38:52:00,6,22,0.273,1,10,0.1,1,2,0.5,1,0,1,3,0,0,2,4,14,-0.2,-11
Anfernee Simons,SG,34,32,12/26/2022,23-201,POR,,CHO,W (+11),1,38:34:00,6,15,0.4,3,8,0.375,3,3,1,0,2,2,2,1,0,1,1,18,11.5,4
Anfernee Simons,SG,35,33,12/30/2022,23-205,POR,@,GSW,L (-6),1,35:04:00,8,21,0.381,4,11,0.364,2,2,1,1,6,7,2,0,1,3,1,22,11.7,-9
Anfernee Simons,SG,36,34,1/2/2023,23-208,POR,,DET,W (+29),1,33:18:00,11,18,0.611,4,10,0.4,4,5,0.8,0,5,5,3,2,0,2,1,30,24.6,17
Anfernee Simons,SG,37,35,1/4/2023,23-210,POR,@,MIN,L (-7),1,29:43:00,6,12,0.5,1,5,0.2,3,3,1,1,1,2,3,1,0,2,5,16,10.1,-15
Anfernee Simons,SG,38,36,1/6/2023,23-212,POR,@,IND,L (-9),1,40:59:00,7,20,0.35,4,11,0.364,2,2,1,1,2,3,4,1,0,4,0,20,9.9,-11
Anfernee Simons,SG,39,37,1/8/2023,23-214,POR,@,TOR,L (-12),1,42:12:00,6,14,0.429,3,9,0.333,7,8,0.875,0,0,0,2,0,0,4,5,22,9.6,-13
Anfernee Simons,SG,40,38,1/10/2023,23-216,POR,,ORL,L (-3),1,42:42:00,6,16,0.375,2,9,0.222,1,1,1,0,1,1,7,1,1,1,0,15,12.1,-1
Anfernee Simons,SG,41,39,1/12/2023,23-218,POR,,CLE,L (-6),1,32:22:00,6,10,0.6,3,6,0.5,0,0,,0,2,2,5,0,0,1,5,15,11.5,-10
Anfernee Simons,SG,42,40,1/14/2023,23-220,POR,,DAL,W (+17),1,29:21:00,6,12,0.5,3,8,0.375,6,6,1,0,4,4,5,0,2,0,2,21,20.3,18
Anfernee Simons,SG,43,41,1/15/2023,23-221,POR,,DAL,W (+17),1,33:21:00,7,16,0.438,2,8,0.25,4,5,0.8,0,4,4,4,0,0,1,2,20,13.4,22
Anfernee Simons,SG,44,42,1/17/2023,23-223,POR,@,DEN,L (-9),1,36:53:00,5,15,0.333,2,10,0.2,2,2,1,0,2,2,2,0,0,4,3,14,2.3,-6
Anfernee Simons,SG,45,43,1/19/2023,23-225,POR,,PHI,L (-10),1,35:37:00,6,15,0.4,2,7,0.286,2,2,1,0,1,1,3,0,0,5,1,16,4.9,-11
Anfernee Simons,SG,46,44,1/22/2023,23-228,POR,,LAL,L (-9),1,38:36:00,12,20,0.6,7,13,0.538,0,0,,0,0,0,2,0,0,3,4,31,18.6,-1
Anfernee Simons,SG,47,45,1/23/2023,23-229,POR,,SAS,W (+20),1,28:54:00,9,15,0.6,4,7,0.571,4,4,1,0,1,1,1,1,0,0,1,26,20.7,8
Anfernee Simons,SG,48,46,1/25/2023,23-231,POR,,UTA,W (+10),1,38:53:00,5,15,0.333,2,8,0.25,4,5,0.8,0,4,4,9,1,0,3,3,16,11.4,8
Anfernee Simons,SG,49,47,1/28/2023,23-234,POR,,TOR,L (-18),1,40:28:00,7,12,0.583,0,2,0,0,0,,1,4,5,4,0,0,3,4,14,8.5,-15
Anfernee Simons,SG,50,48,1/30/2023,23-236,POR,,ATL,W (+4),1,32:57:00,8,12,0.667,5,8,0.625,0,0,,0,1,1,7,0,1,1,1,21,20.3,-2
Anfernee Simons,SG,51,49,2/1/2023,23-238,POR,@,MEM,W (+10),1,32:40:00,10,18,0.556,3,7,0.429,3,3,1,0,2,2,4,0,0,3,4,26,16.2,11
Anfernee Simons,SG,52,50,2/3/2023,23-240,POR,@,WAS,W (+8),1,36:36:00,11,19,0.579,9,12,0.75,2,2,1,1,4,5,6,1,0,1,1,33,29.8,11
Anfernee Simons,SG,53,51,2/4/2023,23-241,POR,@,CHI,L (-8),1,37:39:00,10,18,0.556,5,12,0.417,2,2,1,0,0,0,5,0,0,1,1,27,20.5,-6
Anfernee Simons,SG,54,52,2/6/2023,23-243,POR,,MIL,L (-19),1,34:43:00,8,16,0.5,1,5,0.2,4,4,1,0,0,0,5,1,0,2,3,21,14.3,-16
Anfernee Simons,SG,55,53,2/8/2023,23-245,POR,,GSW,W (+3),1,35:50:00,4,12,0.333,2,7,0.286,1,1,1,0,2,2,6,3,1,4,2,11,7.9,-8
Anfernee Simons,SG,56,54,2/10/2023,23-247,POR,,OKC,L (-9),1,36:54:00,3,14,0.214,1,8,0.125,4,4,1,1,2,3,6,1,0,2,2,11,6.1,-14
Anfernee Simons,SG,57,55,2/13/2023,23-250,POR,,LAL,W (+12),1,27:50:00,6,15,0.4,2,5,0.4,0,0,,0,3,3,6,0,0,0,0,14,11,11
Anfernee Simons,SG,58,56,2/14/2023,23-251,POR,,WAS,L (-25),1,26:30:00,6,15,0.4,1,3,0.333,4,4,1,0,2,2,3,1,0,1,1,17,11.2,-14
Anfernee Simons,SG,59,,2/23/2023,23-260,POR,@,SAC,L (-17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,60,,2/26/2023,23-263,POR,,HOU,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,61,,2/28/2023,23-265,POR,@,GSW,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,62,57,3/1/2023,23-266,POR,,NOP,L (-11),1,20:04,2,9,0.222,0,3,0,0,0,,1,2,3,1,0,0,1,0,4,-0.5,-4
Anfernee Simons,SG,63,,3/3/2023,23-268,POR,@,ATL,L (-18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,64,,3/5/2023,23-270,POR,@,ORL,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Anfernee Simons,SG,65,,3/6/2023,23-271,POR,@,DET,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Cam Reddish,SF,1,1,10/19/2022,23-048,NYK,@,MEM,L (-3),0,28:02:00,9,15,0.6,3,6,0.5,1,1,1,1,4,5,0,3,1,2,2,22,17.9,-1
Cam Reddish,SF,2,2,10/21/2022,23-050,NYK,,DET,W (+24),0,18:35,3,8,0.375,0,2,0,0,0,,0,4,4,0,0,0,2,3,6,-0.4,12
Cam Reddish,SF,3,3,10/24/2022,23-053,NYK,,ORL,W (+13),0,14:24,3,4,0.75,1,1,1,0,0,,1,1,2,2,0,0,1,3,7,5.6,2
Cam Reddish,SF,4,4,10/26/2022,23-055,NYK,,CHO,W (+3),0,24:31:00,1,3,0.333,1,2,0.5,2,2,1,0,3,3,0,0,1,2,4,5,1.3,1
Cam Reddish,SF,5,5,10/28/2022,23-057,NYK,@,MIL,L (-11),0,11:33,1,5,0.2,0,2,0,0,0,,0,2,2,1,0,0,0,0,2,0.2,-3
Cam Reddish,SF,6,6,10/30/2022,23-059,NYK,@,CLE,L (-13),0,16:20,3,6,0.5,1,2,0.5,0,0,,0,0,0,1,0,1,0,1,7,5,-8
Cam Reddish,SF,7,7,11/2/2022,23-062,NYK,,ATL,L (-13),0,14:59,2,5,0.4,1,4,0.25,1,2,0.5,0,0,0,1,0,0,0,0,6,3.6,0
Cam Reddish,SF,8,8,11/4/2022,23-064,NYK,@,PHI,W (+2),0,15:10,4,4,1,1,1,1,2,2,1,0,0,0,3,1,1,0,3,11,12.4,19
Cam Reddish,SF,9,9,11/5/2022,23-065,NYK,,BOS,L (-15),1,37:05:00,1,6,0.167,1,2,0.5,1,2,0.5,1,1,2,2,1,1,1,1,4,2.5,4
Cam Reddish,SF,10,10,11/7/2022,23-067,NYK,@,MIN,W (+13),1,28:44:00,2,7,0.286,2,5,0.4,2,2,1,0,0,0,0,0,0,0,2,8,3.1,-2
Cam Reddish,SF,11,11,11/9/2022,23-069,NYK,@,BRK,L (-27),1,17:39,0,7,0,0,4,0,0,0,,0,0,0,1,0,0,0,2,0,-5,-17
Cam Reddish,SF,12,12,11/11/2022,23-071,NYK,,DET,W (+9),1,17:43,2,6,0.333,0,3,0,0,0,,0,3,3,1,0,0,0,1,4,1.8,7
Cam Reddish,SF,13,13,11/13/2022,23-073,NYK,,OKC,L (-10),1,32:38:00,10,17,0.588,2,5,0.4,4,4,1,1,2,3,2,4,1,1,0,26,24.5,2
Cam Reddish,SF,14,14,11/15/2022,23-075,NYK,@,UTA,W (+7),1,33:01:00,7,13,0.538,2,5,0.4,3,3,1,0,1,1,1,1,1,2,1,19,13,-7
Cam Reddish,SF,15,15,11/16/2022,23-076,NYK,@,DEN,W (+3),1,37:12:00,3,5,0.6,0,1,0,4,5,0.8,1,2,3,0,2,1,0,3,10,10.1,13
Cam Reddish,SF,16,16,11/18/2022,23-078,NYK,@,GSW,L (-10),1,25:23:00,3,8,0.375,1,4,0.25,4,4,1,2,0,2,1,2,0,0,1,11,10.3,-12
Cam Reddish,SF,17,,11/20/2022,23-080,NYK,@,PHO,L (-21),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Cam Reddish,SF,18,,11/21/2022,23-081,NYK,@,OKC,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Cam Reddish,SF,19,,11/25/2022,23-085,NYK,,POR,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Cam Reddish,SF,20,17,11/27/2022,23-087,NYK,,MEM,L (-4),0,23:51,4,6,0.667,1,2,0.5,2,2,1,0,0,0,2,1,0,0,3,11,9.6,4
Cam Reddish,SF,21,18,11/29/2022,23-089,NYK,@,DET,W (+30),0,17:28,2,6,0.333,0,3,0,2,2,1,0,1,1,0,0,0,0,0,6,2.9,-8
Cam Reddish,SF,22,19,11/30/2022,23-090,NYK,,MIL,L (-6),0,14:26,1,1,1,0,0,,1,2,0.5,0,0,0,1,0,0,1,1,3,1.6,-1
Cam Reddish,SF,23,20,12/3/2022,23-093,NYK,,DAL,L (-21),0,9:13,0,4,0,0,2,0,0,0,,0,0,0,1,0,0,3,1,0,-5.5,-16
Cam Reddish,SF,24,,12/4/2022,23-094,NYK,,CLE,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,25,,12/7/2022,23-097,NYK,,ATL,W (+24),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,26,,12/9/2022,23-099,NYK,@,CHO,W (+19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,27,,12/11/2022,23-101,NYK,,SAC,W (+13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,28,,12/14/2022,23-104,NYK,@,CHI,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,29,,12/16/2022,23-106,NYK,@,CHI,W (+23),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,30,,12/18/2022,23-108,NYK,@,IND,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,31,,12/20/2022,23-110,NYK,,GSW,W (+38),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,32,,12/21/2022,23-111,NYK,,TOR,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,33,,12/23/2022,23-113,NYK,,CHI,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,34,,12/25/2022,23-115,NYK,,PHI,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,35,,12/27/2022,23-117,NYK,@,DAL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,36,,12/29/2022,23-119,NYK,@,SAS,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,37,,12/31/2022,23-121,NYK,@,HOU,W (+20),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,38,,1/2/2023,23-123,NYK,,PHO,W (+19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,39,,1/4/2023,23-125,NYK,,SAS,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,40,,1/6/2023,23-127,NYK,@,TOR,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,41,,1/9/2023,23-130,NYK,,MIL,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Cam Reddish,SF,42,,1/11/2023,23-132,NYK,,IND,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
